dataset,strategy,sample_id,question,positive_image_ref,negative_sample_id,negative_question,negative_image_ref,lexical_similarity
ai2d,same_skill_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000185,"In the food web diagram that is shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000185,0.2220854176961214
ai2d,same_skill_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,0.20432861751331985
ai2d,random_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000055,The diagram shows four stages in the development of a deer fly.  What stage occurs between A & E?,hf://lmms-lab/ai2d-no-mask/test/000055,0.02192076246062526
ai2d,random_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000089,What is made of rolled bases of leaves?,hf://lmms-lab/ai2d-no-mask/test/000089,0.014854019576109066
ai2d,random_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000106,The type of matter represented in the diagram is called what?,hf://lmms-lab/ai2d-no-mask/test/000106,0.02711514148050835
ai2d,random_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,0.06628419160395738
ai2d,random_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000177,"In the given diagram, what letter represents plants?",hf://lmms-lab/ai2d-no-mask/test/000177,0.021795625804179795
ai2d,lexical_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,0.3465159392106569
ai2d,lexical_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,0.24912330772715682
ai2d,lexical_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.11066259134453788
ai2d,lexical_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000170,Name an organism that is an herbivore in the given food web,hf://lmms-lab/ai2d-no-mask/test/000170,0.10083335179590926
ai2d,lexical_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000173,Use the accompanying diagram to select the correct pair of secondary consumers.,hf://lmms-lab/ai2d-no-mask/test/000173,0.09044683302605289
ai2d,same_topic_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,0.3465159392106569
ai2d,same_topic_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,0.24912330772715682
ai2d,same_topic_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.11066259134453788
ai2d,same_topic_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000170,Name an organism that is an herbivore in the given food web,hf://lmms-lab/ai2d-no-mask/test/000170,0.10083335179590926
ai2d,same_topic_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000173,Use the accompanying diagram to select the correct pair of secondary consumers.,hf://lmms-lab/ai2d-no-mask/test/000173,0.09044683302605289
ai2d,same_skill_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,0.3465159392106569
ai2d,same_skill_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,0.24912330772715682
ai2d,same_skill_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.11066259134453788
ai2d,same_skill_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000170,Name an organism that is an herbivore in the given food web,hf://lmms-lab/ai2d-no-mask/test/000170,0.10083335179590926
ai2d,same_skill_wrong_image,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,ai2d_test_000173,Use the accompanying diagram to select the correct pair of secondary consumers.,hf://lmms-lab/ai2d-no-mask/test/000173,0.09044683302605289
ai2d,random_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000059,Which image represents Deltoid?,hf://lmms-lab/ai2d-no-mask/test/000059,0.04701522560907699
ai2d,random_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000089,What is made of rolled bases of leaves?,hf://lmms-lab/ai2d-no-mask/test/000089,0.0450902704781252
ai2d,random_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000107,Describe what is represented in letter O,hf://lmms-lab/ai2d-no-mask/test/000107,0.03164221295319476
ai2d,random_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000164,The diagram shows the Whitefly Lifecycle. Which stage is the crawler stage?,hf://lmms-lab/ai2d-no-mask/test/000164,0.04578736109215154
ai2d,random_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000171,The diagram above shows some of the organisms in a food web. Which of the following organisms shown in the diagram are primary consumers?,hf://lmms-lab/ai2d-no-mask/test/000171,0.03774647537284849
ai2d,lexical_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,0.3465159392106569
ai2d,lexical_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,0.2065600650438744
ai2d,lexical_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,0.16474665162255714
ai2d,lexical_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.1568846027955124
ai2d,lexical_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,0.08369187385103798
ai2d,same_topic_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,0.3465159392106569
ai2d,same_topic_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,0.2065600650438744
ai2d,same_topic_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,0.16474665162255714
ai2d,same_topic_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.1568846027955124
ai2d,same_topic_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,0.08369187385103798
ai2d,same_skill_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,0.3465159392106569
ai2d,same_skill_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,0.2065600650438744
ai2d,same_skill_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,0.16474665162255714
ai2d,same_skill_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.1568846027955124
ai2d,same_skill_wrong_image,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,0.08369187385103798
ai2d,random_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000072,which part provide water to plant,hf://lmms-lab/ai2d-no-mask/test/000072,0.015392857175552681
ai2d,random_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000074,Label the Umbel,hf://lmms-lab/ai2d-no-mask/test/000074,0.015251809497882074
ai2d,random_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000136,What is the name of the molten rock that reaches the earth's surface?,hf://lmms-lab/ai2d-no-mask/test/000136,0.017300221197068356
ai2d,random_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000159,Which is the completely dark portion of a shadow created by an eclipse?,hf://lmms-lab/ai2d-no-mask/test/000159,0.01389108207446948
ai2d,random_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000184,What letter in the diagram shows the transformation from sedimentary rock to metamorphic rock?,hf://lmms-lab/ai2d-no-mask/test/000184,0.02311936553791663
ai2d,lexical_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000196,"From the above food web diagram, if all the grass dies then population of squirrel will",hf://lmms-lab/ai2d-no-mask/test/000196,0.29934603546405275
ai2d,lexical_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000194,"According to the food web, what will happen if the grass dried up due to extreme heat?",hf://lmms-lab/ai2d-no-mask/test/000194,0.20095204493344035
ai2d,lexical_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000172,"The diagram below shows a food chain. If the plants died, the population of whitefly would most likely",hf://lmms-lab/ai2d-no-mask/test/000172,0.18560812058398546
ai2d,lexical_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000197,"From the above food web diagram, what will cause moose to increase",hf://lmms-lab/ai2d-no-mask/test/000197,0.13065368226448562
ai2d,lexical_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,0.11324258934716892
ai2d,same_topic_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000196,"From the above food web diagram, if all the grass dies then population of squirrel will",hf://lmms-lab/ai2d-no-mask/test/000196,0.29934603546405275
ai2d,same_topic_wrong_image,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,ai2d_test_000194,"According to the food web, what will happen if the grass dried up due to extreme heat?",hf://lmms-lab/ai2d-no-mask/test/000194,0.20095204493344035
